make,model,series,available_in_IT,display_name,slug
Mercedes-Benz,E 300,E-Class,True,Mercedes-Benz E-Class E 300,mercedes-benz-e-class-e-300
Mercedes-Benz,E 320,E-Class,True,Mercedes-Benz E-Class E 320,mercedes-benz-e-class-e-320
Mercedes-Benz,E 350,E-Class,True,Mercedes-Benz E-Class E 350,mercedes-benz-e-class-e-350
Mercedes-Benz,E 36 AMG,E-Class,True,Mercedes-Benz E-Class E 36 AMG,mercedes-benz-e-class-e-36-amg
Mercedes-Benz,E 400,E-Class,True,Mercedes-Benz E-Class E 400,mercedes-benz-e-class-e-400
Mercedes-Benz,E 420,E-Class,True,Mercedes-Benz E-Class E 420,mercedes-benz-e-class-e-420
Mercedes-Benz,E 430,E-Class,True,Mercedes-Benz E-Class E 430,mercedes-benz-e-class-e-430
Mercedes-Benz,E 43 AMG,E-Class,True,Mercedes-Benz E-Class E 43 AMG,mercedes-benz-e-class-e-43-amg
Mercedes-Benz,E 450,E-Class,True,Mercedes-Benz E-Class E 450,mercedes-benz-e-class-e-450
Mercedes-Benz,E 50,E-Class,True,Mercedes-Benz E-Class E 50,mercedes-benz-e-class-e-50
Mercedes-Benz,E 500,E-Class,True,Mercedes-Benz E-Class E 500,mercedes-benz-e-class-e-500
Mercedes-Benz,E 53 AMG,E-Class,True,Mercedes-Benz E-Class E 53 AMG,mercedes-benz-e-class-e-53-amg
Mercedes-Benz,E 55 AMG,E-Class,True,Mercedes-Benz E-Class E 55 AMG,mercedes-benz-e-class-e-55-amg
Mercedes-Benz,E 60 AMG,E-Class,True,Mercedes-Benz E-Class E 60 AMG,mercedes-benz-e-class-e-60-amg
Mercedes-Benz,E 63 AMG,E-Class,True,Mercedes-Benz E-Class E 63 AMG,mercedes-benz-e-class-e-63-amg
Mercedes-Benz,EQC,,True,Mercedes-Benz EQC,mercedes-benz-eqc
Mercedes-Benz,G 230,G-Class,True,Mercedes-Benz G-Class G 230,mercedes-benz-g-class-g-230
Mercedes-Benz,G 240,G-Class,True,Mercedes-Benz G-Class G 240,mercedes-benz-g-class-g-240
Mercedes-Benz,G 250,G-Class,True,Mercedes-Benz G-Class G 250,mercedes-benz-g-class-g-250
Mercedes-Benz,G 270,G-Class,True,Mercedes-Benz G-Class G 270,mercedes-benz-g-class-g-270
Mercedes-Benz,G 280,G-Class,True,Mercedes-Benz G-Class G 280,mercedes-benz-g-class-g-280
Mercedes-Benz,G 290,G-Class,True,Mercedes-Benz G-Class G 290,mercedes-benz-g-class-g-290
Mercedes-Benz,G 300,G-Class,True,Mercedes-Benz G-Class G 300,mercedes-benz-g-class-g-300
Mercedes-Benz,G 320,G-Class,True,Mercedes-Benz G-Class G 320,mercedes-benz-g-class-g-320
Mercedes-Benz,G 350,G-Class,True,Mercedes-Benz G-Class G 350,mercedes-benz-g-class-g-350
Mercedes-Benz,G 400,G-Class,True,Mercedes-Benz G-Class G 400,mercedes-benz-g-class-g-400
Mercedes-Benz,G 500,G-Class,True,Mercedes-Benz G-Class G 500,mercedes-benz-g-class-g-500
Mercedes-Benz,G 55 AMG,G-Class,True,Mercedes-Benz G-Class G 55 AMG,mercedes-benz-g-class-g-55-amg
Mercedes-Benz,G 63 AMG,G-Class,True,Mercedes-Benz G-Class G 63 AMG,mercedes-benz-g-class-g-63-amg
Mercedes-Benz,G 65 AMG,G-Class,True,Mercedes-Benz G-Class G 65 AMG,mercedes-benz-g-class-g-65-amg
Mercedes-Benz,GLA 180,GLA-Class,True,Mercedes-Benz GLA-Class GLA 180,mercedes-benz-gla-class-gla-180
Mercedes-Benz,GLA 200,GLA-Class,True,Mercedes-Benz GLA-Class GLA 200,mercedes-benz-gla-class-gla-200
Mercedes-Benz,GLA 220,GLA-Class,True,Mercedes-Benz GLA-Class GLA 220,mercedes-benz-gla-class-gla-220
Mercedes-Benz,GLA 250,GLA-Class,True,Mercedes-Benz GLA-Class GLA 250,mercedes-benz-gla-class-gla-250
Mercedes-Benz,GLA 45 AMG,GLA-Class,True,Mercedes-Benz GLA-Class GLA 45 AMG,mercedes-benz-gla-class-gla-45-amg
Mercedes-Benz,GLB 180,GLB-Class,True,Mercedes-Benz GLB-Class GLB 180,mercedes-benz-glb-class-glb-180
Mercedes-Benz,GLB 200,GLB-Class,True,Mercedes-Benz GLB-Class GLB 200,mercedes-benz-glb-class-glb-200
Mercedes-Benz,GLB 220,GLB-Class,True,Mercedes-Benz GLB-Class GLB 220,mercedes-benz-glb-class-glb-220
Mercedes-Benz,GLB 250,GLB-Class,True,Mercedes-Benz GLB-Class GLB 250,mercedes-benz-glb-class-glb-250
Mercedes-Benz,GLC 200,GLC-Class,True,Mercedes-Benz GLC-Class GLC 200,mercedes-benz-glc-class-glc-200
Mercedes-Benz,GLC 220,GLC-Class,True,Mercedes-Benz GLC-Class GLC 220,mercedes-benz-glc-class-glc-220
Mercedes-Benz,GLC 250,GLC-Class,True,Mercedes-Benz GLC-Class GLC 250,mercedes-benz-glc-class-glc-250
Mercedes-Benz,GLC 300,GLC-Class,True,Mercedes-Benz GLC-Class GLC 300,mercedes-benz-glc-class-glc-300
Mercedes-Benz,GLC 350,GLC-Class,True,Mercedes-Benz GLC-Class GLC 350,mercedes-benz-glc-class-glc-350
Mercedes-Benz,GLC 400,GLC-Class,True,Mercedes-Benz GLC-Class GLC 400,mercedes-benz-glc-class-glc-400
Mercedes-Benz,GLC 43 AMG,GLC-Class,True,Mercedes-Benz GLC-Class GLC 43 AMG,mercedes-benz-glc-class-glc-43-amg
Mercedes-Benz,GLC 63 AMG,GLC-Class,True,Mercedes-Benz GLC-Class GLC 63 AMG,mercedes-benz-glc-class-glc-63-amg
Mercedes-Benz,GL 320,GL-Class,True,Mercedes-Benz GL-Class GL 320,mercedes-benz-gl-class-gl-320
Mercedes-Benz,GL 350,GL-Class,True,Mercedes-Benz GL-Class GL 350,mercedes-benz-gl-class-gl-350
Mercedes-Benz,GL 400,GL-Class,True,Mercedes-Benz GL-Class GL 400,mercedes-benz-gl-class-gl-400
Mercedes-Benz,GL 420,GL-Class,True,Mercedes-Benz GL-Class GL 420,mercedes-benz-gl-class-gl-420
Mercedes-Benz,GL 450,GL-Class,True,Mercedes-Benz GL-Class GL 450,mercedes-benz-gl-class-gl-450
Mercedes-Benz,GL 500,GL-Class,True,Mercedes-Benz GL-Class GL 500,mercedes-benz-gl-class-gl-500
Mercedes-Benz,GL 55 AMG,GL-Class,True,Mercedes-Benz GL-Class GL 55 AMG,mercedes-benz-gl-class-gl-55-amg
Mercedes-Benz,GL 63 AMG,GL-Class,True,Mercedes-Benz GL-Class GL 63 AMG,mercedes-benz-gl-class-gl-63-amg
Mercedes-Benz,GLE 250,GLE-Class,True,Mercedes-Benz GLE-Class GLE 250,mercedes-benz-gle-class-gle-250
Mercedes-Benz,GLE 300,GLE-Class,True,Mercedes-Benz GLE-Class GLE 300,mercedes-benz-gle-class-gle-300
Mercedes-Benz,GLE 350,GLE-Class,True,Mercedes-Benz GLE-Class GLE 350,mercedes-benz-gle-class-gle-350
Mercedes-Benz,GLE 400,GLE-Class,True,Mercedes-Benz GLE-Class GLE 400,mercedes-benz-gle-class-gle-400
Mercedes-Benz,GLE 43 AMG,GLE-Class,True,Mercedes-Benz GLE-Class GLE 43 AMG,mercedes-benz-gle-class-gle-43-amg
Mercedes-Benz,GLE 450,GLE-Class,True,Mercedes-Benz GLE-Class GLE 450,mercedes-benz-gle-class-gle-450
Mercedes-Benz,GLE 500,GLE-Class,True,Mercedes-Benz GLE-Class GLE 500,mercedes-benz-gle-class-gle-500
Mercedes-Benz,GLE 53 AMG,GLE-Class,True,Mercedes-Benz GLE-Class GLE 53 AMG,mercedes-benz-gle-class-gle-53-amg
Mercedes-Benz,GLE 63 AMG,GLE-Class,True,Mercedes-Benz GLE-Class GLE 63 AMG,mercedes-benz-gle-class-gle-63-amg
Mercedes-Benz,GLK 200,GLK-Class,True,Mercedes-Benz GLK-Class GLK 200,mercedes-benz-glk-class-glk-200
Mercedes-Benz,GLK 220,GLK-Class,True,Mercedes-Benz GLK-Class GLK 220,mercedes-benz-glk-class-glk-220
Mercedes-Benz,GLK 250,GLK-Class,True,Mercedes-Benz GLK-Class GLK 250,mercedes-benz-glk-class-glk-250
Mercedes-Benz,GLK 280,GLK-Class,True,Mercedes-Benz GLK-Class GLK 280,mercedes-benz-glk-class-glk-280
Mercedes-Benz,GLK 300,GLK-Class,True,Mercedes-Benz GLK-Class GLK 300,mercedes-benz-glk-class-glk-300
Mercedes-Benz,GLK 320,GLK-Class,True,Mercedes-Benz GLK-Class GLK 320,mercedes-benz-glk-class-glk-320
Mercedes-Benz,GLK 350,GLK-Class,True,Mercedes-Benz GLK-Class GLK 350,mercedes-benz-glk-class-glk-350
Mercedes-Benz,GLS 350,GLS-Class,True,Mercedes-Benz GLS-Class GLS 350,mercedes-benz-gls-class-gls-350
Mercedes-Benz,GLS 400,GLS-Class,True,Mercedes-Benz GLS-Class GLS 400,mercedes-benz-gls-class-gls-400
Mercedes-Benz,GLS 500,GLS-Class,True,Mercedes-Benz GLS-Class GLS 500,mercedes-benz-gls-class-gls-500
Mercedes-Benz,GLS 63,GLS-Class,True,Mercedes-Benz GLS-Class GLS 63,mercedes-benz-gls-class-gls-63
Mercedes-Benz,AMG GT,GT-Class,True,Mercedes-Benz GT-Class AMG GT,mercedes-benz-gt-class-amg-gt
Mercedes-Benz,AMG GT C,GT-Class,True,Mercedes-Benz GT-Class AMG GT C,mercedes-benz-gt-class-amg-gt-c
Mercedes-Benz,AMG GT R,GT-Class,True,Mercedes-Benz GT-Class AMG GT R,mercedes-benz-gt-class-amg-gt-r
Mercedes-Benz,AMG GT S,GT-Class,True,Mercedes-Benz GT-Class AMG GT S,mercedes-benz-gt-class-amg-gt-s
Mercedes-Benz,MB 100,,True,Mercedes-Benz MB 100,mercedes-benz-mb-100
Mercedes-Benz,ML 230,ML-Class,True,Mercedes-Benz ML-Class ML 230,mercedes-benz-ml-class-ml-230
Mercedes-Benz,ML 250,ML-Class,True,Mercedes-Benz ML-Class ML 250,mercedes-benz-ml-class-ml-250
Mercedes-Benz,ML 270,ML-Class,True,Mercedes-Benz ML-Class ML 270,mercedes-benz-ml-class-ml-270
Mercedes-Benz,ML 280,ML-Class,True,Mercedes-Benz ML-Class ML 280,mercedes-benz-ml-class-ml-280
Mercedes-Benz,ML 300,ML-Class,True,Mercedes-Benz ML-Class ML 300,mercedes-benz-ml-class-ml-300
Mercedes-Benz,ML 320,ML-Class,True,Mercedes-Benz ML-Class ML 320,mercedes-benz-ml-class-ml-320
Mercedes-Benz,ML 350,ML-Class,True,Mercedes-Benz ML-Class ML 350,mercedes-benz-ml-class-ml-350
Mercedes-Benz,ML 400,ML-Class,True,Mercedes-Benz ML-Class ML 400,mercedes-benz-ml-class-ml-400
Mercedes-Benz,ML 420,ML-Class,True,Mercedes-Benz ML-Class ML 420,mercedes-benz-ml-class-ml-420
Mercedes-Benz,ML 430,ML-Class,True,Mercedes-Benz ML-Class ML 430,mercedes-benz-ml-class-ml-430
Mercedes-Benz,ML 450,ML-Class,True,Mercedes-Benz ML-Class ML 450,mercedes-benz-ml-class-ml-450
Mercedes-Benz,ML 500,ML-Class,True,Mercedes-Benz ML-Class ML 500,mercedes-benz-ml-class-ml-500
Mercedes-Benz,ML 55 AMG,ML-Class,True,Mercedes-Benz ML-Class ML 55 AMG,mercedes-benz-ml-class-ml-55-amg
Mercedes-Benz,ML 63 AMG,ML-Class,True,Mercedes-Benz ML-Class ML 63 AMG,mercedes-benz-ml-class-ml-63-amg
Mercedes-Benz,R 280,R-Class,True,Mercedes-Benz R-Class R 280,mercedes-benz-r-class-r-280
Mercedes-Benz,R 300,R-Class,True,Mercedes-Benz R-Class R 300,mercedes-benz-r-class-r-300
Mercedes-Benz,R 320,R-Class,True,Mercedes-Benz R-Class R 320,mercedes-benz-r-class-r-320
Mercedes-Benz,R 350,R-Class,True,Mercedes-Benz R-Class R 350,mercedes-benz-r-class-r-350
Mercedes-Benz,R 500,R-Class,True,Mercedes-Benz R-Class R 500,mercedes-benz-r-class-r-500
Mercedes-Benz,R 63 AMG,R-Class,True,Mercedes-Benz R-Class R 63 AMG,mercedes-benz-r-class-r-63-amg
Mercedes-Benz,S 250,S-Class,True,Mercedes-Benz S-Class S 250,mercedes-benz-s-class-s-250
Mercedes-Benz,S 260,S-Class,True,Mercedes-Benz S-Class S 260,mercedes-benz-s-class-s-260
Mercedes-Benz,S 280,S-Class,True,Mercedes-Benz S-Class S 280,mercedes-benz-s-class-s-280
Mercedes-Benz,S 300,S-Class,True,Mercedes-Benz S-Class S 300,mercedes-benz-s-class-s-300
Mercedes-Benz,S 320,S-Class,True,Mercedes-Benz S-Class S 320,mercedes-benz-s-class-s-320
Mercedes-Benz,S 350,S-Class,True,Mercedes-Benz S-Class S 350,mercedes-benz-s-class-s-350
Mercedes-Benz,S 400,S-Class,True,Mercedes-Benz S-Class S 400,mercedes-benz-s-class-s-400
Mercedes-Benz,S 420,S-Class,True,Mercedes-Benz S-Class S 420,mercedes-benz-s-class-s-420
Mercedes-Benz,S 430,S-Class,True,Mercedes-Benz S-Class S 430,mercedes-benz-s-class-s-430
Mercedes-Benz,S 450,S-Class,True,Mercedes-Benz S-Class S 450,mercedes-benz-s-class-s-450
Mercedes-Benz,S 500,S-Class,True,Mercedes-Benz S-Class S 500,mercedes-benz-s-class-s-500
Mercedes-Benz,S 55,S-Class,True,Mercedes-Benz S-Class S 55,mercedes-benz-s-class-s-55
Mercedes-Benz,S 550,S-Class,True,Mercedes-Benz S-Class S 550,mercedes-benz-s-class-s-550
Mercedes-Benz,S 560,S-Class,True,Mercedes-Benz S-Class S 560,mercedes-benz-s-class-s-560
Mercedes-Benz,S 600,S-Class,True,Mercedes-Benz S-Class S 600,mercedes-benz-s-class-s-600
Mercedes-Benz,S 63 AMG,S-Class,True,Mercedes-Benz S-Class S 63 AMG,mercedes-benz-s-class-s-63-amg
Mercedes-Benz,S 650,S-Class,True,Mercedes-Benz S-Class S 650,mercedes-benz-s-class-s-650
Mercedes-Benz,S 65 AMG,S-Class,True,Mercedes-Benz S-Class S 65 AMG,mercedes-benz-s-class-s-65-amg
Mercedes-Benz,SLC 180,SLC-Class,True,Mercedes-Benz SLC-Class SLC 180,mercedes-benz-slc-class-slc-180
Mercedes-Benz,SLC 200,SLC-Class,True,Mercedes-Benz SLC-Class SLC 200,mercedes-benz-slc-class-slc-200
Mercedes-Benz,SLC 250,SLC-Class,True,Mercedes-Benz SLC-Class SLC 250,mercedes-benz-slc-class-slc-250
Mercedes-Benz,SLC 280,SLC-Class,True,Mercedes-Benz SLC-Class SLC 280,mercedes-benz-slc-class-slc-280
Mercedes-Benz,SLC 300,SLC-Class,True,Mercedes-Benz SLC-Class SLC 300,mercedes-benz-slc-class-slc-300
Mercedes-Benz,SLC 43 AMG,SLC-Class,True,Mercedes-Benz SLC-Class SLC 43 AMG,mercedes-benz-slc-class-slc-43-amg
Mercedes-Benz,SL 280,SL-Class,True,Mercedes-Benz SL-Class SL 280,mercedes-benz-sl-class-sl-280
Mercedes-Benz,SL 300,SL-Class,True,Mercedes-Benz SL-Class SL 300,mercedes-benz-sl-class-sl-300
Mercedes-Benz,SL 320,SL-Class,True,Mercedes-Benz SL-Class SL 320,mercedes-benz-sl-class-sl-320
Mercedes-Benz,SL 350,SL-Class,True,Mercedes-Benz SL-Class SL 350,mercedes-benz-sl-class-sl-350
Mercedes-Benz,SL 380,SL-Class,True,Mercedes-Benz SL-Class SL 380,mercedes-benz-sl-class-sl-380
Mercedes-Benz,SL 400,SL-Class,True,Mercedes-Benz SL-Class SL 400,mercedes-benz-sl-class-sl-400
Mercedes-Benz,SL 420,SL-Class,True,Mercedes-Benz SL-Class SL 420,mercedes-benz-sl-class-sl-420
Mercedes-Benz,SL 450,SL-Class,True,Mercedes-Benz SL-Class SL 450,mercedes-benz-sl-class-sl-450
Mercedes-Benz,SL 500,SL-Class,True,Mercedes-Benz SL-Class SL 500,mercedes-benz-sl-class-sl-500
Mercedes-Benz,SL 55 AMG,SL-Class,True,Mercedes-Benz SL-Class SL 55 AMG,mercedes-benz-sl-class-sl-55-amg
Mercedes-Benz,SL 560,SL-Class,True,Mercedes-Benz SL-Class SL 560,mercedes-benz-sl-class-sl-560
Mercedes-Benz,SL 600,SL-Class,True,Mercedes-Benz SL-Class SL 600,mercedes-benz-sl-class-sl-600
Mercedes-Benz,SL 60 AMG,SL-Class,True,Mercedes-Benz SL-Class SL 60 AMG,mercedes-benz-sl-class-sl-60-amg
Mercedes-Benz,SL 63 AMG,SL-Class,True,Mercedes-Benz SL-Class SL 63 AMG,mercedes-benz-sl-class-sl-63-amg
Mercedes-Benz,SL 65 AMG,SL-Class,True,Mercedes-Benz SL-Class SL 65 AMG,mercedes-benz-sl-class-sl-65-amg
Mercedes-Benz,SL 70 AMG,SL-Class,True,Mercedes-Benz SL-Class SL 70 AMG,mercedes-benz-sl-class-sl-70-amg
Mercedes-Benz,SL 73 AMG,SL-Class,True,Mercedes-Benz SL-Class SL 73 AMG,mercedes-benz-sl-class-sl-73-amg
Mercedes-Benz,SLK 200,SLK-Class,True,Mercedes-Benz SLK-Class SLK 200,mercedes-benz-slk-class-slk-200
Mercedes-Benz,SLK 230,SLK-Class,True,Mercedes-Benz SLK-Class SLK 230,mercedes-benz-slk-class-slk-230
Mercedes-Benz,SLK 250,SLK-Class,True,Mercedes-Benz SLK-Class SLK 250,mercedes-benz-slk-class-slk-250
Mercedes-Benz,SLK 280,SLK-Class,True,Mercedes-Benz SLK-Class SLK 280,mercedes-benz-slk-class-slk-280
Mercedes-Benz,SLK 300,SLK-Class,True,Mercedes-Benz SLK-Class SLK 300,mercedes-benz-slk-class-slk-300
Mercedes-Benz,SLK 320,SLK-Class,True,Mercedes-Benz SLK-Class SLK 320,mercedes-benz-slk-class-slk-320
Mercedes-Benz,SLK 32 AMG,SLK-Class,True,Mercedes-Benz SLK-Class SLK 32 AMG,mercedes-benz-slk-class-slk-32-amg
Mercedes-Benz,SLK 350,SLK-Class,True,Mercedes-Benz SLK-Class SLK 350,mercedes-benz-slk-class-slk-350
Mercedes-Benz,SLK 55 AMG,SLK-Class,True,Mercedes-Benz SLK-Class SLK 55 AMG,mercedes-benz-slk-class-slk-55-amg
Mercedes-Benz,SLR,,True,Mercedes-Benz SLR,mercedes-benz-slr
Mercedes-Benz,SLS AMG,,True,Mercedes-Benz SLS AMG,mercedes-benz-sls-amg
Mercedes-Benz,Sprinter,,True,Mercedes-Benz Sprinter,mercedes-benz-sprinter
Mercedes-Benz,Vaneo,,True,Mercedes-Benz Vaneo,mercedes-benz-vaneo
Mercedes-Benz,Vario,,True,Mercedes-Benz Vario,mercedes-benz-vario
Mercedes-Benz,V 200,V-Class,True,Mercedes-Benz V-Class V 200,mercedes-benz-v-class-v-200
Mercedes-Benz,V 220,V-Class,True,Mercedes-Benz V-Class V 220,mercedes-benz-v-class-v-220
Mercedes-Benz,V 230,V-Class,True,Mercedes-Benz V-Class V 230,mercedes-benz-v-class-v-230
Mercedes-Benz,V 250,V-Class,True,Mercedes-Benz V-Class V 250,mercedes-benz-v-class-v-250
Mercedes-Benz,V 280,V-Class,True,Mercedes-Benz V-Class V 280,mercedes-benz-v-class-v-280
Mercedes-Benz,V 300,V-Class,True,Mercedes-Benz V-Class V 300,mercedes-benz-v-class-v-300
Mercedes-Benz,Viano,,True,Mercedes-Benz Viano,mercedes-benz-viano
Mercedes-Benz,Vito,,True,Mercedes-Benz Vito,mercedes-benz-vito
Mercedes-Benz,X 220,X-Class,True,Mercedes-Benz X-Class X 220,mercedes-benz-x-class-x-220
Mercedes-Benz,X 250,X-Class,True,Mercedes-Benz X-Class X 250,mercedes-benz-x-class-x-250
Mercedes-Benz,X 350,X-Class,True,Mercedes-Benz X-Class X 350,mercedes-benz-x-class-x-350
MG,MGA,,True,MG MGA,mg-mga
MG,MGB,,True,MG MGB,mg-mgb
MG,MGF,,True,MG MGF,mg-mgf
MG,Midget,,True,MG Midget,mg-midget
MG,TD,,True,MG TD,mg-td
MG,TF,,True,MG TF,mg-tf
MG,ZR,,True,MG ZR,mg-zr
MG,ZS,,True,MG ZS,mg-zs
MG,ZT,,True,MG ZT,mg-zt
Microcar,DUÈ,,True,Microcar DUÈ,microcar-duè
Microcar,M.Go,,True,Microcar M.Go,microcar-m.go
Microcar,M-8,,True,Microcar M-8,microcar-m-8
Microcar,MC1,,True,Microcar MC1,microcar-mc1
Microcar,MC2,,True,Microcar MC2,microcar-mc2
Microcar,Virgo,,True,Microcar Virgo,microcar-virgo
MINI,Cooper Cabrio,Cabrio Series,True,MINI Cabrio Series Cooper Cabrio,mini-cabrio-series-cooper-cabrio
MINI,Cooper D Cabrio,Cabrio Series,True,MINI Cabrio Series Cooper D Cabrio,mini-cabrio-series-cooper-d-cabrio
MINI,Cooper S Cabrio,Cabrio Series,True,MINI Cabrio Series Cooper S Cabrio,mini-cabrio-series-cooper-s-cabrio
MINI,Cooper SD Cabrio,Cabrio Series,True,MINI Cabrio Series Cooper SD Cabrio,mini-cabrio-series-cooper-sd-cabrio
MINI,John Cooper Works Cabrio,Cabrio Series,True,MINI Cabrio Series John Cooper Works Cabrio,mini-cabrio-series-john-cooper-works-cabrio
MINI,One Cabrio,Cabrio Series,True,MINI Cabrio Series One Cabrio,mini-cabrio-series-one-cabrio
MINI,Cooper Clubman,Clubman Series,True,MINI Clubman Series Cooper Clubman,mini-clubman-series-cooper-clubman
MINI,Cooper D Clubman,Clubman Series,True,MINI Clubman Series Cooper D Clubman,mini-clubman-series-cooper-d-clubman
MINI,Cooper S Clubman,Clubman Series,True,MINI Clubman Series Cooper S Clubman,mini-clubman-series-cooper-s-clubman
MINI,Cooper SD Clubman,Clubman Series,True,MINI Clubman Series Cooper SD Clubman,mini-clubman-series-cooper-sd-clubman
MINI,John Cooper Works Clubman,Clubman Series,True,MINI Clubman Series John Cooper Works Clubman,mini-clubman-series-john-cooper-works-clubman
MINI,One Clubman,Clubman Series,True,MINI Clubman Series One Clubman,mini-clubman-series-one-clubman
MINI,One D Clubman,Clubman Series,True,MINI Clubman Series One D Clubman,mini-clubman-series-one-d-clubman
MINI,Clubvan,,True,MINI Clubvan,mini-clubvan
MINI,Cooper Countryman,Countryman Series,True,MINI Countryman Series Cooper Countryman,mini-countryman-series-cooper-countryman
MINI,Cooper D Countryman,Countryman Series,True,MINI Countryman Series Cooper D Countryman,mini-countryman-series-cooper-d-countryman
MINI,Cooper S Countryman,Countryman Series,True,MINI Countryman Series Cooper S Countryman,mini-countryman-series-cooper-s-countryman
MINI,Cooper SD Countryman,Countryman Series,True,MINI Countryman Series Cooper SD Countryman,mini-countryman-series-cooper-sd-countryman
MINI,John Cooper Works Countryman,Countryman Series,True,MINI Countryman Series John Cooper Works Countryman,mini-countryman-series-john-cooper-works-countryman
MINI,One Countryman,Countryman Series,True,MINI Countryman Series One Countryman,mini-countryman-series-one-countryman
MINI,One D Countryman,Countryman Series,True,MINI Countryman Series One D Countryman,mini-countryman-series-one-d-countryman
MINI,Cooper Coupé,Coupe Series,True,MINI Coupe Series Cooper Coupé,mini-coupe-series-cooper-coupé
MINI,Cooper S Coupé,Coupe Series,True,MINI Coupe Series Cooper S Coupé,mini-coupe-series-cooper-s-coupé
MINI,Cooper SD Coupé,Coupe Series,True,MINI Coupe Series Cooper SD Coupé,mini-coupe-series-cooper-sd-coupé
MINI,John Cooper Works Coupé,Coupe Series,True,MINI Coupe Series John Cooper Works Coupé,mini-coupe-series-john-cooper-works-coupé
MINI,1000,MINI,True,MINI MINI 1000,mini-mini-1000
MINI,1300,MINI,True,MINI MINI 1300,mini-mini-1300
MINI,Cooper,MINI,True,MINI MINI Cooper,mini-mini-cooper
MINI,Cooper D,MINI,True,MINI MINI Cooper D,mini-mini-cooper-d
MINI,Cooper S,MINI,True,MINI MINI Cooper S,mini-mini-cooper-s
MINI,Cooper SD,MINI,True,MINI MINI Cooper SD,mini-mini-cooper-sd
MINI,John Cooper Works,MINI,True,MINI MINI John Cooper Works,mini-mini-john-cooper-works
MINI,ONE,MINI,True,MINI MINI ONE,mini-mini-one
MINI,One D,MINI,True,MINI MINI One D,mini-mini-one-d
MINI,One First,MINI,True,MINI MINI One First,mini-mini-one-first
MINI,Cooper D Paceman,Paceman Series,True,MINI Paceman Series Cooper D Paceman,mini-paceman-series-cooper-d-paceman
MINI,Cooper Paceman,Paceman Series,True,MINI Paceman Series Cooper Paceman,mini-paceman-series-cooper-paceman
MINI,Cooper SD Paceman,Paceman Series,True,MINI Paceman Series Cooper SD Paceman,mini-paceman-series-cooper-sd-paceman
MINI,Cooper S Paceman,Paceman Series,True,MINI Paceman Series Cooper S Paceman,mini-paceman-series-cooper-s-paceman
MINI,John Cooper Works Paceman,Paceman Series,True,MINI Paceman Series John Cooper Works Paceman,mini-paceman-series-john-cooper-works-paceman
MINI,Cooper Roadster,Roadster Series,True,MINI Roadster Series Cooper Roadster,mini-roadster-series-cooper-roadster
MINI,Cooper SD Roadster,Roadster Series,True,MINI Roadster Series Cooper SD Roadster,mini-roadster-series-cooper-sd-roadster
MINI,Cooper S Roadster,Roadster Series,True,MINI Roadster Series Cooper S Roadster,mini-roadster-series-cooper-s-roadster
MINI,John Cooper Works Roadster,Roadster Series,True,MINI Roadster Series John Cooper Works Roadster,mini-roadster-series-john-cooper-works-roadster
Mitsubishi,3000 GT,,True,Mitsubishi 3000 GT,mitsubishi-3000-gt
Mitsubishi,ASX,,True,Mitsubishi ASX,mitsubishi-asx
Mitsubishi,Canter,,True,Mitsubishi Canter,mitsubishi-canter
Mitsubishi,Carisma,,True,Mitsubishi Carisma,mitsubishi-carisma
Mitsubishi,Cordia,,True,Mitsubishi Cordia,mitsubishi-cordia
Mitsubishi,Cosmos,,True,Mitsubishi Cosmos,mitsubishi-cosmos
Mitsubishi,Grandis,,True,Mitsubishi Grandis,mitsubishi-grandis
Mitsubishi,L200,,True,Mitsubishi L200,mitsubishi-l200
Mitsubishi,L300,,True,Mitsubishi L300,mitsubishi-l300
Mitsubishi,L400,,True,Mitsubishi L400,mitsubishi-l400
Mitsubishi,Pajero,,True,Mitsubishi Pajero,mitsubishi-pajero
Mitsubishi,Pajero Pinin,,True,Mitsubishi Pajero Pinin,mitsubishi-pajero-pinin
Mitsubishi,Pick-up,,True,Mitsubishi Pick-up,mitsubishi-pick-up
Mitsubishi,Plug-in Hybrid Outlander,,True,Mitsubishi Plug-in Hybrid Outlander,mitsubishi-plug-in-hybrid-outlander
Mitsubishi,Sapporo,,True,Mitsubishi Sapporo,mitsubishi-sapporo
Mitsubishi,Sigma,,True,Mitsubishi Sigma,mitsubishi-sigma
Mitsubishi,Space Gear,,True,Mitsubishi Space Gear,mitsubishi-space-gear
Mitsubishi,Space Runner,,True,Mitsubishi Space Runner,mitsubishi-space-runner
Mitsubishi,Space Star,,True,Mitsubishi Space Star,mitsubishi-space-star
Mitsubishi,Space Wagon,,True,Mitsubishi Space Wagon,mitsubishi-space-wagon
Mitsubishi,Starion,,True,Mitsubishi Starion,mitsubishi-starion
Mitsubishi,Tredia,,True,Mitsubishi Tredia,mitsubishi-tredia
Morgan,3 Wheeler,,True,Morgan 3 Wheeler,morgan-3-wheeler
Morgan,4/4,,True,Morgan 4/4,morgan-4/4
Morgan,Aero 8,,True,Morgan Aero 8,morgan-aero-8
Morgan,Plus 4,,True,Morgan Plus 4,morgan-plus-4
Morgan,Plus 8,,True,Morgan Plus 8,morgan-plus-8
Nissan,100 NX,,True,Nissan 100 NX,nissan-100-nx
Nissan,200 SX,,True,Nissan 200 SX,nissan-200-sx
Nissan,240 SX,,True,Nissan 240 SX,nissan-240-sx
